Id,SalePrice
1461,122292.51998557049
1462,156672.48878389518
1463,180058.45495112133
1464,184515.2399219759
1465,184379.6230596214
1466,170736.36836441082
1467,167465.44298368602
1468,159037.5552982342
1469,183779.4811681422
1470,127610.27763984054
1471,205506.7603454751
1472,95094.75902802171
1473,90777.59883759645
1474,152628.20761284733
1475,136493.5663085646
1476,419287.68471322744
1477,276602.86602873827
1478,305146.8895173147
1479,248071.8810285715
1480,502859.20386051293
1481,320605.0577569022
1482,208121.13525700915
1483,162452.01053988736
1484,166386.06471787038
1485,176177.58022623454
1486,190945.46307464968
1487,370112.5422359661
1488,236334.66634885364
1489,207840.0317031943
1490,233449.96873708
1491,189399.10831582386
1492,85281.30239566424
1493,184451.5595318719
1494,294059.4005191376
1495,291952.8085574315
1496,239039.74407265484
1497,179209.94753252465
1498,166018.99020586288
1499,169971.48095472896
1500,151305.4093313659
1501,173185.6717253292
1502,158285.9626294318
1503,298144.7934847275
1504,218737.545970885
1505,223154.1930724471
1506,188644.6002715666
1507,228516.53857703312
1508,194395.3505009869
1509,165866.53931441403
1510,145270.98552545984
1511,146422.76547490296
1512,177477.49243708982
1513,143031.21955233905
1514,153900.0870758829
1515,189346.8410899525
1516,158374.14020957804
1517,162030.2043522794
1518,135187.2702028697
1519,229688.5802889296
1520,135290.18715045095
1521,136860.70329531108
1522,164849.8879758094
1523,110146.03797445307
1524,117476.99067918178
1525,125080.32898427459
1526,115958.3126197408
1527,105245.09377850423
1528,131434.09256598263
1529,148741.34868062037
1530,176287.2126493372
1531,105680.04183684655
1532,103419.79545685435
1533,154180.19892935402
1534,117236.49875422733
1535,154301.13444410727
1536,107399.28123953391
1537,65848.75738116787
1538,178761.7407757052
1539,210844.01612377903
1540,96440.64513278946
1541,141358.2997535902
1542,135543.40344904273
1543,219223.47986694914
1544,75527.6694190435
1545,108920.25697192168
1546,129041.06557039342
1547,138186.15011803905
1548,136749.84563886
1549,117391.93890038654
1550,140228.22458113424
1551,110705.52056775567
1552,143344.75331099145
1553,163157.57524206347
1554,108113.77263774199
1555,167149.53153666083
1556,78762.4671203907
1557,111865.21573832727
1558,90628.10745371888
1559,90618.07797304087
1560,134290.65200647092
1561,131110.55461507087
1562,126596.38734065104
1563,119070.81949792546
1564,156069.48500879854
1565,153608.51945669396
1566,222525.32950035375
1567,73911.4440211722
1568,217063.8188193803
1569,133604.92466686928
1570,131980.57430889728
1571,120694.89186539644
1572,152279.65729398633
1573,269299.84494029643
1574,107410.74530646013
1575,222700.25969731325
1576,234439.82736260415
1577,194872.88137797872
1578,144641.40314736584
1579,143240.8075779689
1580,187836.25017320673
1581,159094.71411812297
1582,125088.26606945382
1583,336191.07285487506
1584,233436.01389202478
1585,143513.86161092584
1586,72701.08788343918
1587,91027.48250985616
1588,150601.27806490124
1589,93638.91926115123
1590,133890.35597476616
1591,96191.35548396203
1592,115706.33930141933
1593,127260.1670192642
1594,117325.69685725725
1595,112109.94215413237
1596,235748.19535792214
1597,182343.58034268758
1598,212541.8209389094
1599,193602.20971520848
1600,186176.19274906252
1601,72744.09318258711
1602,103176.88959393119
1603,86635.25950251748
1604,284191.88879630127
1605,244791.37595785578
1606,165200.15760808316
1607,163652.30516055535
1608,220692.6914676627
1609,193155.43224938872
1610,147868.9019323356
1611,142422.71137869995
1612,173495.162335735
1613,157019.4401549437
1614,125118.49536919678
1615,88540.08283284753
1616,66742.29276889762
1617,90651.07482054613
1618,123036.42796171726
1619,143075.5088334169
1620,149829.14098185854
1621,130606.48485097448
1622,145065.08901853385
1623,295501.8373446716
1624,216764.5959612877
1625,124279.79036365659
1626,167642.684382209
1627,182728.10902914547
1628,279884.11395285674
1629,177041.787320466
1630,401108.49520922225
1631,224581.75480486735
1632,255502.39695718535
1633,170485.39168520627
1634,182589.8273424463
1635,184231.4267519798
1636,151417.42098607824
1637,176586.33548988812
1638,210671.94236926548
1639,178279.33065660147
1640,261167.96285526722
1641,174023.4717142907
1642,222378.12886866886
1643,206755.7916854924
1644,219961.57416182433
1645,190410.15834279824
1646,153214.97745464172
1647,161377.80336976866
1648,133173.21008177148
1649,137950.57934104276
1650,113903.71531290446
1651,124755.20737624376
1652,95962.34469346481
1653,96399.1362765936
1654,150652.95861021365
1655,150284.5314949742
1656,144428.85980089143
1657,149039.18399177335
1658,146891.5000430947
1659,137839.53538594182
1660,155431.87826305305
1661,463599.3898874557
1662,461246.9492059316
1663,394619.73200981965
1664,397985.87794511224
1665,304850.86097310943
1666,316627.2527600575
1667,351045.12745702884
1668,338842.1161340104
1669,302792.0191773301
1670,363831.528096576
1671,258151.05792384178
1672,470152.6435251702
1673,297935.31250749517
1674,244568.47991925036
1675,179667.66688671717
1676,182152.91777046552
1677,214298.2892555191
1678,455377.935819029
1679,373431.1055908156
1680,327254.390903402
1681,269472.7006106194
1682,291875.8643554896
1683,174560.89348916995
1684,171375.1767295603
1685,170172.73251296996
1686,170217.74013419513
1687,169136.15615173415
1688,183742.13817670906
1689,188612.04829759317
1690,187226.42609359042
1691,179627.42648073914
1692,274935.13447775657
1693,168783.18615109715
1694,180219.5835388117
1695,161487.57929593383
1696,275139.484338358
1697,164530.13954804098
1698,381102.5897374717
1699,320263.41647031234
1700,248336.68985029493
1701,260827.80267849815
1702,263383.2648669453
1703,243308.88224449602
1704,293445.3878644757
1705,232714.07111991753
1706,443740.78813656163
1707,223997.7077252993
1708,206826.64993541795
1709,321342.7502591967
1710,214190.0123417389
1711,248146.40362494125
1712,221747.410610157
1713,257776.47962511284
1714,220851.05947363982
1715,207477.01514147603
1716,182422.00022550803
1717,180293.32747876475
1718,136618.02823648555
1719,202576.94283550483
1720,243565.063563014
1721,174331.78254973225
1722,131062.58750117276
1723,148308.49346281978
1724,218033.95359886938
1725,243814.53960516755
1726,190198.7102439016
1727,153015.37500790204
1728,175129.8993622566
1729,163529.72668943912
1730,165309.61661059473
1731,123004.71080890839
1732,129699.85549144655
1733,117393.03019689226
1734,112041.9777977617
1735,142116.60774353522
1736,117446.26754890048
1737,359899.5680628509
1738,208812.72812517735
1739,276906.8760877089
1740,219758.0731396418
1741,190707.88887515813
1742,172038.85482596434
1743,170050.65658994816
1744,314178.70035855647
1745,223410.0141814619
1746,211731.05861675346
1747,226333.6906355585
1748,235923.33574971167
1749,151725.5342099455
1750,125252.51681694416
1751,232406.18768558148
1752,124081.1353515495
1753,147220.2387574189
1754,199354.31169032396
1755,163263.2626168291
1756,126786.15145882811
1757,120880.16226601653
1758,144422.80866609776
1759,162623.7995168481
1760,165010.4263038399
1761,145671.48083708284
1762,173827.11363972112
1763,174935.7732608115
1764,121836.03508313627
1765,175753.03846134277
1766,178803.57523455672
1767,206007.8385487819
1768,153801.42009600604
1769,177189.22969714177
1770,150457.10057689663
1771,131512.106099874
1772,141848.62775509304
1773,134110.4161256933
1774,98728.26972878411
1775,138718.88223152797
1776,119059.51789915771
1777,107812.79766353843
1778,154651.57920802862
1779,116490.22533443362
1780,170009.25120552848
1781,134480.99282775738
1782,93164.79809647909
1783,129148.15363342052
1784,104683.76232497941
1785,124103.54756109818
1786,159781.9831892458
1787,175259.1484933286
1788,50634.352822119254
1789,110953.65567943412
1790,90483.76224752881
1791,181310.41435808098
1792,154563.53011181278
1793,121739.17776271979
1794,151414.1658973635
1795,129586.32677779111
1796,124144.70224940247
