Id,SalePrice
1461,142623.95
1462,184123.92
1463,200399.64
1464,202732.23
1465,159236.77
1466,193368.23
1467,139891.05
1468,164372.31
1469,186068.11
1470,125173.6
1471,188854.23
1472,-81126580.0
1473,122388.1
1474,147287.02
1475,122388.1
1476,259050.95
1477,215107.86
1478,237344.48
1479,233467.33
1480,292769230000.0
1481,279266.0
1482,183936.55
1483,171172.9
1484,134682.05
1485,145966.34
1486,198475.0
1487,287902.75
1488,217320.73
1489,186192.23
1490,225704.7
1491,197488.98
1492,122388.1
1493,182864.11
1494,246852.8
1495,257475.36
1496,206204.86
1497,192071.23
1498,132369.55
1499,127994.7
1500,140664.89
1501,190292.52
1502,122388.1
1503,256864.6
1504,218732.39
1505,221929.14
1506,218753.5
1507,260450.89
1508,215313.2
1509,165224.8
1510,181023.48
1511,142997.4
1512,210562.39
1513,161785.83
1514,181500.98
1515,209530.08
1516,165272.73
1517,122915.61
1518,187537.45
1519,221629.4
1520,125307.91
1521,137235.98
1522,192025.4
1523,122554.56
1524,122388.1
1525,122388.1
1526,122388.1
1527,122388.1
1528,127876.89
1529,140427.03
1530,203218.56
1531,174745.14
1532,122388.1
1533,172347.61
1534,122388.1
1535,162000.45
1536,122388.1
1537,122388.1
1538,143796.22
1539,199239.9
1540,124323.445
1541,153415.2
1542,154588.72
1543,196364.33
1544,122388.1
1545,122388.1
1546,122388.1
1547,131460.12
1548,130999.35
1549,127207.125
1550,162561.25
1551,122388.1
1552,189768.61
1553,128101.41
1554,122388.1
1555,203093.95
1556,122388.1
1557,122388.1
1558,122388.1
1559,122388.1
1560,176726.45
1561,138817.55
1562,122388.1
1563,122388.1
1564,173833.44
1565,174166.2
1566,232458.7
1567,122388.1
1568,237372.23
1569,147465.84
1570,122388.1
1571,122388.1
1572,142410.67
1573,224368.66
1574,154964.1
1575,237180.27
1576,247068.3
1577,170552.73
1578,152739.48
1579,132106.58
1580,194332.33
1581,146534.33
1582,122388.1
1583,299645.56
1584,223140.42
1585,122388.1
1586,122388.1
1587,122388.1
1588,133604.42
1589,131633.83
1590,122388.1
1591,122388.1
1592,122388.1
1593,122388.1
1594,122388.1
1595,125766.555
1596,218158.64
1597,214995.75
1598,175316.08
1599,136529.95
1600,144110.89
1601,122388.1
